id,status_group
36503,functional needs repair
57992,functional
33901,functional needs repair
63367,functional
21889,functional needs repair
44714,functional needs repair
1648,functional
69020,non functional
61641,non functional
172,functional needs repair
11989,non functional
61387,functional needs repair
61936,non functional
51263,functional needs repair
39424,functional
44914,functional needs repair
40977,functional needs repair
73925,functional needs repair
50660,functional
952,functional needs repair
61606,functional needs repair
25329,non functional
13916,non functional
23504,functional needs repair
53280,functional needs repair
51264,non functional
18339,functional needs repair
57856,non functional
31074,functional
21979,functional needs repair
68911,functional
42445,functional
3493,functional needs repair
59660,functional
4690,functional needs repair
6621,functional needs repair
34656,functional
51581,functional needs repair
67154,functional needs repair
66142,non functional
17049,functional needs repair
53488,functional needs repair
40701,functional needs repair
8543,functional
63015,functional needs repair
38752,functional needs repair
5830,non functional
15645,functional needs repair
28181,functional needs repair
51803,functional needs repair
32682,functional needs repair
73083,functional needs repair
8389,functional
72561,functional needs repair
14682,functional
44125,functional
19755,functional needs repair
18437,functional
37809,non functional
58896,functional
56782,functional needs repair
22859,functional needs repair
5196,functional needs repair
28854,non functional
52739,non functional
28266,functional needs repair
73472,functional needs repair
21845,non functional
35978,functional needs repair
35588,functional needs repair
57591,functional needs repair
52983,functional needs repair
11561,non functional
29609,functional needs repair
17759,non functional
73738,functional needs repair
45070,functional
25921,functional
51424,functional needs repair
74056,functional needs repair
72373,functional needs repair
45594,functional needs repair
44385,non functional
5349,functional
65856,functional
56192,functional needs repair
45904,functional needs repair
32231,functional needs repair
6177,functional needs repair
2162,functional needs repair
61649,functional needs repair
21251,functional
4566,functional
70553,functional needs repair
41190,functional needs repair
25938,functional needs repair
27542,functional needs repair
27090,functional needs repair
56219,functional
73563,functional needs repair
31088,functional needs repair
54004,functional needs repair
70048,non functional
3022,functional
16785,functional needs repair
58915,non functional
73166,functional
44005,functional
60708,functional needs repair
70812,functional needs repair
47488,functional needs repair
12013,functional
1771,non functional
52241,functional
35609,non functional
36662,non functional
44989,functional needs repair
34207,functional
24623,non functional
47837,non functional
255,functional needs repair
4553,functional
50307,functional needs repair
63501,functional
50892,functional needs repair
33346,non functional
67287,non functional
39253,functional needs repair
38883,functional needs repair
56105,functional needs repair
11206,functional needs repair
64557,functional needs repair
54769,functional
63431,non functional
14352,non functional
6379,functional
67028,functional
5682,functional needs repair
38675,functional
6666,functional
5236,functional
21395,functional
36698,functional needs repair
48142,functional needs repair
51286,functional needs repair
42336,functional needs repair
31706,non functional
3345,functional needs repair
47932,functional needs repair
31478,functional needs repair
9532,non functional
73761,functional needs repair
56671,functional
68926,functional needs repair
5948,non functional
50924,functional needs repair
54124,non functional
49803,functional needs repair
45943,non functional
9416,functional needs repair
64344,functional needs repair
18984,functional needs repair
20418,functional needs repair
18771,functional needs repair
16973,functional needs repair
44237,functional needs repair
66917,non functional
53267,functional needs repair
60301,functional
18067,functional
24561,functional needs repair
45213,functional needs repair
24003,functional
67407,functional
21502,functional needs repair
69897,functional needs repair
57803,non functional
73759,non functional
73907,functional
45239,non functional
25764,functional needs repair
29024,functional needs repair
62429,functional needs repair
5050,functional
50797,functional needs repair
33439,functional
50003,functional needs repair
71083,functional needs repair
21851,functional needs repair
156,functional needs repair
26070,functional needs repair
70845,non functional
64391,non functional
40193,functional needs repair
42472,functional needs repair
24140,functional needs repair
17980,functional needs repair
44033,functional needs repair
60837,non functional
60934,functional needs repair
59198,functional needs repair
73351,functional needs repair
27179,functional needs repair
38268,functional needs repair
64822,functional
67220,functional needs repair
14858,functional
5405,functional needs repair
41873,functional needs repair
35681,functional needs repair
28014,non functional
60882,functional
37197,functional needs repair
56169,functional needs repair
40819,functional needs repair
47268,functional needs repair
25093,functional needs repair
28902,functional needs repair
2647,non functional
49267,functional needs repair
51138,functional
33337,functional
43335,functional
12859,functional needs repair
2376,functional
26685,functional
67230,non functional
7453,functional
14709,functional
45608,functional needs repair
66170,functional needs repair
7066,functional needs repair
49528,non functional
36390,functional
71159,non functional
20907,functional
60947,functional needs repair
28109,functional needs repair
8222,functional
63419,functional needs repair
39541,functional needs repair
66799,functional needs repair
42453,functional needs repair
44948,functional needs repair
16134,functional needs repair
7150,functional
46674,functional
19347,functional needs repair
73368,functional needs repair
62965,functional needs repair
51437,functional needs repair
7712,functional needs repair
27678,functional needs repair
19658,functional needs repair
8612,functional
43393,non functional
63767,functional needs repair
60743,functional needs repair
38868,functional
45892,functional needs repair
7693,functional needs repair
44321,functional needs repair
15346,functional
3798,functional needs repair
30873,functional needs repair
53741,functional needs repair
61491,functional needs repair
4689,functional
54616,non functional
43137,functional
39951,functional needs repair
6774,functional needs repair
53301,functional needs repair
44379,functional needs repair
19784,functional needs repair
11880,functional needs repair
10311,functional needs repair
71114,non functional
48596,functional needs repair
12571,functional needs repair
23249,non functional
15606,functional
22941,functional needs repair
63544,functional needs repair
65483,functional needs repair
24859,functional
50004,non functional
26180,functional needs repair
25677,functional needs repair
7806,non functional
42941,functional
46795,functional needs repair
21682,functional needs repair
53244,functional
46016,functional needs repair
56537,non functional
57183,functional needs repair
71758,functional needs repair
57645,functional needs repair
21981,functional needs repair
30118,functional
34419,functional needs repair
646,functional needs repair
40521,functional needs repair
31158,functional needs repair
41396,functional needs repair
72673,functional needs repair
47571,functional needs repair
819,functional
10881,functional needs repair
3810,functional needs repair
7012,functional needs repair
25928,functional needs repair
57357,functional needs repair
68059,non functional
52523,functional needs repair
20022,non functional
35242,non functional
5772,functional needs repair
68411,functional needs repair
22773,functional
30840,functional needs repair
34085,functional needs repair
11864,functional
11913,functional
11340,functional
22905,functional needs repair
74212,functional needs repair
3420,functional needs repair
49412,functional needs repair
54054,functional needs repair
34444,functional needs repair
39470,functional needs repair
23901,functional needs repair
66573,functional needs repair
57779,functional needs repair
40835,non functional
50316,non functional
37342,functional needs repair
5566,functional
60737,functional needs repair
57943,functional needs repair
66476,functional needs repair
59939,functional needs repair
72408,functional needs repair
11873,functional needs repair
48702,functional needs repair
7015,functional needs repair
12932,functional needs repair
28055,functional needs repair
36746,functional
70432,functional needs repair
32209,functional needs repair
65582,functional needs repair
32082,functional needs repair
62792,functional needs repair
45653,functional needs repair
2961,non functional
865,functional
73028,non functional
62864,functional
66136,functional needs repair
48998,functional
48514,functional needs repair
15090,functional needs repair
62509,functional needs repair
17001,functional needs repair
16442,non functional
32264,functional
25727,functional
19946,functional needs repair
2067,functional needs repair
7533,functional needs repair
65221,functional needs repair
54802,functional needs repair
71245,functional needs repair
56479,functional
25532,non functional
52859,functional needs repair
26502,functional
15117,functional
62162,functional needs repair
24291,non functional
51849,functional needs repair
36701,functional
20985,functional needs repair
19748,functional
37505,functional needs repair
11439,functional needs repair
14217,functional
36525,functional needs repair
63725,functional needs repair
37482,non functional
21715,functional needs repair
72903,functional needs repair
38794,non functional
30054,functional needs repair
65097,functional needs repair
41517,functional needs repair
14239,non functional
48270,non functional
67159,non functional
29086,non functional
26104,functional
11498,functional needs repair
44768,functional
19116,functional needs repair
15023,functional needs repair
40676,functional
8210,functional
33076,functional needs repair
56754,functional
30889,functional
46522,functional needs repair
11557,functional needs repair
27438,functional
4104,functional needs repair
65080,functional needs repair
69215,functional
36505,non functional
9490,functional needs repair
20545,functional needs repair
26335,functional needs repair
20696,functional needs repair
38555,functional needs repair
62469,functional needs repair
52442,non functional
39356,functional
57625,non functional
51228,non functional
22062,functional
3390,non functional
52933,functional needs repair
64378,functional
27382,functional needs repair
24366,functional needs repair
584,functional
29605,functional needs repair
47843,functional
32981,functional needs repair
23712,functional needs repair
36757,functional needs repair
2505,functional needs repair
56157,functional needs repair
62541,functional needs repair
48317,non functional
33697,functional
23739,functional needs repair
38956,functional needs repair
47565,functional needs repair
22228,non functional
46096,functional
71805,functional needs repair
37621,functional
58278,non functional
11057,functional
29557,functional needs repair
16939,functional
60804,functional needs repair
15704,functional needs repair
48807,non functional
10913,non functional
61545,non functional
37822,functional
3474,functional needs repair
33257,functional needs repair
21503,functional needs repair
14268,functional
40583,functional
65287,functional needs repair
17622,functional needs repair
69264,functional needs repair
42084,functional needs repair
74154,functional
1520,functional
73005,functional needs repair
8490,functional needs repair
68489,functional needs repair
18792,functional needs repair
51364,non functional
44553,functional needs repair
12148,non functional
63920,functional needs repair
7497,functional needs repair
1951,non functional
26958,functional needs repair
65897,non functional
15227,non functional
17963,functional needs repair
29326,functional needs repair
59684,functional needs repair
60256,functional
40915,non functional
54884,functional needs repair
4505,functional needs repair
24316,non functional
2843,functional needs repair
38403,functional needs repair
53329,functional needs repair
50169,functional
27766,functional
55507,functional needs repair
6481,non functional
28793,functional needs repair
60763,non functional
54535,non functional
64182,functional
11863,functional
1945,non functional
42937,functional needs repair
7836,functional needs repair
10177,functional
44023,functional
4736,functional needs repair
10658,functional
18927,functional
42536,functional
60925,functional needs repair
20026,functional needs repair
62025,functional needs repair
65029,functional needs repair
34443,functional needs repair
49050,non functional
16075,functional needs repair
14208,functional needs repair
42791,functional
49532,non functional
33022,non functional
67529,functional
47546,functional
28169,non functional
17256,non functional
27252,functional needs repair
11454,functional needs repair
24354,functional needs repair
49659,functional
59703,non functional
15534,functional needs repair
57208,functional needs repair
12820,functional needs repair
42519,non functional
61228,functional needs repair
17780,functional needs repair
9587,functional needs repair
35313,functional needs repair
48852,functional needs repair
26297,functional needs repair
50871,non functional
41014,functional
14737,non functional
29103,functional needs repair
13272,functional needs repair
60981,functional needs repair
23040,functional needs repair
69479,functional
61110,functional needs repair
5912,functional needs repair
69460,functional needs repair
9268,non functional
58766,functional needs repair
69125,functional needs repair
33215,functional needs repair
5531,functional
31846,functional needs repair
26146,functional needs repair
44608,functional needs repair
39404,functional
473,non functional
918,functional needs repair
53322,non functional
19984,functional
14099,functional needs repair
60507,non functional
737,functional needs repair
13046,functional needs repair
59747,functional
7466,functional needs repair
71316,non functional
54266,non functional
30934,functional needs repair
65010,functional needs repair
55524,functional needs repair
44060,functional needs repair
70372,non functional
4386,functional needs repair
35675,functional needs repair
41332,functional needs repair
55598,functional
61164,functional needs repair
45271,functional needs repair
19594,functional needs repair
64869,non functional
34652,functional needs repair
45932,functional
44634,non functional
30887,non functional
23794,functional needs repair
32176,functional
6045,non functional
34035,functional needs repair
46466,functional needs repair
37519,functional
12536,functional
20123,functional needs repair
33376,functional needs repair
61089,functional needs repair
30938,non functional
61987,functional needs repair
40061,non functional
18498,non functional
41951,non functional
15683,functional needs repair
44001,functional needs repair
41636,functional needs repair
18863,functional needs repair
3130,functional needs repair
52230,functional needs repair
1969,non functional
37489,functional needs repair
28607,functional needs repair
28975,functional needs repair
62080,non functional
59619,functional needs repair
20251,functional needs repair
18615,functional needs repair
34650,functional needs repair
37444,functional needs repair
508,functional needs repair
8227,functional
2208,functional needs repair
48140,non functional
34226,functional
55270,functional needs repair
43568,functional needs repair
63385,functional needs repair
1048,functional needs repair
7351,functional needs repair
920,functional needs repair
32400,functional
71407,functional needs repair
54681,functional needs repair
72926,functional needs repair
17509,functional needs repair
40696,non functional
39363,functional needs repair
46131,functional needs repair
4309,functional needs repair
36560,functional needs repair
67799,functional needs repair
72868,functional needs repair
35898,functional needs repair
10830,functional
66810,functional
68345,functional needs repair
57496,functional needs repair
52646,functional
30932,functional needs repair
62611,functional
13049,non functional
64431,functional needs repair
47218,functional needs repair
5656,functional
42987,functional needs repair
6890,functional needs repair
8074,non functional
18535,functional
60005,functional needs repair
67381,functional needs repair
51550,non functional
59056,functional needs repair
21562,functional
40402,functional needs repair
13277,non functional
44189,functional needs repair
3469,functional
20489,functional needs repair
50987,functional needs repair
36410,non functional
858,functional needs repair
25153,non functional
63774,non functional
44698,functional needs repair
52280,functional
38993,functional needs repair
54749,functional needs repair
12336,functional needs repair
15925,functional needs repair
44285,non functional
39876,functional needs repair
10861,non functional
7616,functional needs repair
55317,functional needs repair
63259,functional needs repair
5020,functional
19207,functional needs repair
10426,functional
49202,functional needs repair
39808,functional needs repair
17581,functional needs repair
8519,functional
56090,functional
73106,functional needs repair
33148,functional needs repair
1787,functional needs repair
9331,functional needs repair
28653,functional needs repair
58842,non functional
36459,functional needs repair
24423,non functional
70219,functional needs repair
38125,functional needs repair
23125,functional needs repair
49155,functional needs repair
52364,functional needs repair
52625,functional
54641,functional needs repair
56914,functional needs repair
941,functional
1000,non functional
14190,functional needs repair
14574,functional needs repair
17827,functional needs repair
9433,functional needs repair
22234,functional needs repair
35099,functional
17763,functional needs repair
37436,functional needs repair
62076,non functional
1958,functional
8939,functional needs repair
73476,functional needs repair
35376,functional
37382,non functional
35657,functional needs repair
40007,functional
37040,functional needs repair
57998,non functional
15003,functional
53737,functional
4911,functional needs repair
62756,functional
36813,non functional
52524,functional needs repair
54064,functional needs repair
61407,functional needs repair
21631,functional
46754,functional needs repair
38078,functional needs repair
43352,functional needs repair
41136,functional needs repair
59503,non functional
11017,functional
54104,functional needs repair
37938,functional needs repair
44879,functional needs repair
29121,non functional
24111,functional needs repair
13864,functional needs repair
70659,non functional
19431,functional needs repair
67382,functional needs repair
54891,functional
56910,non functional
51763,functional needs repair
37657,functional
71298,non functional
34347,functional needs repair
7747,functional needs repair
68120,functional
21308,functional needs repair
60142,functional needs repair
10328,functional needs repair
44072,non functional
34296,functional
34055,functional
13336,functional needs repair
2800,non functional
7274,functional needs repair
1885,functional
27234,functional
5704,non functional
48053,functional needs repair
35428,functional needs repair
60232,functional needs repair
8489,non functional
72991,functional needs repair
27604,functional needs repair
63555,functional needs repair
4482,functional needs repair
48718,functional needs repair
1521,functional
14094,functional needs repair
22464,non functional
41322,functional needs repair
60153,functional needs repair
19339,non functional
57171,non functional
24293,functional
56039,functional needs repair
9472,functional needs repair
10554,functional needs repair
26606,non functional
46533,functional
32950,functional
59127,functional needs repair
68801,non functional
21924,functional needs repair
40151,functional needs repair
25393,functional needs repair
66761,non functional
24637,functional needs repair
36937,functional
68907,functional
13475,functional needs repair
22882,non functional
55068,functional needs repair
9498,functional needs repair
35031,functional needs repair
39312,functional needs repair
50350,functional needs repair
58092,functional needs repair
52681,functional
41786,functional needs repair
37132,functional
14545,functional needs repair
20394,functional needs repair
52720,functional needs repair
65107,functional needs repair
55271,functional needs repair
64854,non functional
74232,functional needs repair
16709,functional needs repair
11670,functional needs repair
50639,functional
15909,functional
13270,functional needs repair
25149,functional needs repair
12208,functional needs repair
26350,functional needs repair
45210,functional needs repair
20335,functional needs repair
5868,functional needs repair
62144,non functional
71406,functional needs repair
10920,functional needs repair
38396,functional needs repair
35690,non functional
69510,functional
46371,functional needs repair
33984,functional needs repair
73152,functional needs repair
58024,functional needs repair
71738,functional needs repair
28065,functional
67086,non functional
58122,functional needs repair
57668,functional
31327,functional
14781,functional needs repair
51381,non functional
55004,functional needs repair
43219,functional needs repair
38978,functional
11044,functional needs repair
24771,non functional
18028,non functional
70575,functional needs repair
49777,non functional
29806,functional needs repair
2580,functional needs repair
26225,functional needs repair
29647,functional needs repair
45709,non functional
41625,functional needs repair
54310,functional needs repair
28899,non functional
16034,functional
64848,non functional
32694,functional needs repair
58564,non functional
29310,non functional
39223,functional needs repair
36658,functional needs repair
73611,functional needs repair
3761,non functional
62277,functional
16590,functional needs repair
12774,functional needs repair
36944,functional needs repair
13416,functional needs repair
54088,non functional
67150,functional needs repair
60727,functional needs repair
31595,functional
55174,non functional
19383,functional needs repair
41016,functional needs repair
11869,functional needs repair
17512,functional
329,functional needs repair
27467,functional needs repair
29547,non functional
57341,functional needs repair
9099,non functional
30276,non functional
60830,functional needs repair
40236,functional needs repair
16418,functional needs repair
55143,functional needs repair
67182,functional needs repair
66236,functional needs repair
933,functional needs repair
9530,functional needs repair
21874,functional
23489,functional needs repair
11959,functional needs repair
47086,functional needs repair
17465,functional needs repair
33004,functional needs repair
29840,functional needs repair
26298,functional needs repair
19584,functional needs repair
23534,functional needs repair
4281,functional needs repair
10431,functional needs repair
71234,functional needs repair
18446,functional needs repair
57530,functional needs repair
33167,non functional
41384,functional needs repair
12559,functional
64292,functional needs repair
52393,functional needs repair
45883,functional needs repair
39995,non functional
27159,non functional
65782,functional
35599,functional needs repair
67723,functional needs repair
35935,functional
18721,functional needs repair
37086,functional needs repair
53876,functional needs repair
20928,functional needs repair
26435,functional needs repair
59449,functional needs repair
53589,functional needs repair
72395,non functional
55489,functional needs repair
28490,functional
25904,non functional
6112,functional
41087,non functional
35616,functional needs repair
42458,non functional
66491,functional needs repair
9902,non functional
39501,functional
57271,functional needs repair
54070,non functional
57910,functional needs repair
71307,functional needs repair
73233,functional needs repair
54190,functional needs repair
43476,functional needs repair
15291,functional needs repair
55442,functional needs repair
73581,functional needs repair
21815,functional needs repair
26448,functional needs repair
37929,non functional
57411,functional needs repair
35623,functional
22237,functional
59922,non functional
61522,non functional
38593,functional needs repair
26325,non functional
52529,functional needs repair
16179,non functional
51492,functional needs repair
16490,non functional
12533,non functional
20630,functional needs repair
21096,functional needs repair
58303,functional needs repair
38251,functional needs repair
38969,functional needs repair
69249,functional
1704,functional needs repair
68089,functional needs repair
70082,functional needs repair
64897,functional needs repair
1539,functional
63401,functional needs repair
17289,functional needs repair
62502,functional needs repair
8008,functional
34013,functional needs repair
32417,functional needs repair
9402,functional needs repair
45289,functional
73097,functional
30193,non functional
1600,functional needs repair
39380,functional
64694,functional
64445,functional needs repair
38643,functional needs repair
4584,non functional
38012,functional needs repair
66001,functional
39547,functional
31019,functional needs repair
38342,functional needs repair
5833,functional needs repair
13355,functional
18172,functional needs repair
65723,functional needs repair
25047,functional needs repair
60182,functional needs repair
23306,non functional
39438,non functional
31343,functional
25587,functional needs repair
33637,functional needs repair
70033,functional needs repair
16763,functional
60779,functional needs repair
48712,non functional
39140,functional
50624,functional needs repair
53191,functional needs repair
47480,functional needs repair
58276,functional
20905,functional needs repair
50945,functional needs repair
22691,non functional
63644,functional
21373,functional
59934,functional
1501,non functional
4506,functional
67417,non functional
31437,functional needs repair
45686,functional needs repair
322,functional
66741,functional needs repair
17982,functional needs repair
28695,functional
62059,functional needs repair
22640,functional needs repair
8415,functional
46551,functional
29090,functional
42749,non functional
12189,non functional
33882,functional
21335,functional needs repair
12028,functional needs repair
37175,functional
38194,functional needs repair
9442,functional
49740,functional
64124,non functional
62573,non functional
44167,functional needs repair
50010,functional needs repair
10025,non functional
45602,functional
68765,functional needs repair
12589,functional needs repair
59324,functional needs repair
33688,functional needs repair
19954,functional
22395,functional needs repair
26777,functional needs repair
26743,non functional
27081,non functional
33187,functional needs repair
32790,functional
1570,functional needs repair
58116,functional needs repair
33352,functional needs repair
20186,functional
15559,functional needs repair
19807,functional needs repair
60205,functional needs repair
15388,functional needs repair
57972,functional
47257,non functional
33815,functional
55742,functional needs repair
7644,functional needs repair
61628,functional
70675,non functional
42823,functional
19779,functional
5717,non functional
19844,non functional
39889,non functional
21722,functional needs repair
32563,functional needs repair
70253,functional needs repair
33707,functional
74113,functional needs repair
65967,non functional
37035,functional
8760,functional needs repair
33546,functional needs repair
19101,functional needs repair
68799,functional needs repair
56246,functional needs repair
62810,functional
61890,functional needs repair
5141,functional needs repair
29355,functional
33327,non functional
58982,functional
60223,functional needs repair
63199,functional
21388,functional needs repair
18585,non functional
21728,non functional
30865,functional needs repair
10816,functional needs repair
61227,functional
61428,non functional
41232,functional
13413,functional needs repair
32796,non functional
67277,functional needs repair
48199,functional needs repair
57497,functional needs repair
23991,functional needs repair
65862,functional needs repair
12726,functional needs repair
26953,functional needs repair
40165,functional needs repair
33105,functional needs repair
70858,functional
11052,functional needs repair
1219,functional needs repair
2789,functional
39769,functional needs repair
39656,functional needs repair
39024,functional needs repair
66675,non functional
38102,functional
11270,functional
63282,functional needs repair
19838,non functional
3489,functional
39335,functional needs repair
37020,functional needs repair
2345,functional needs repair
22712,functional needs repair
30822,functional needs repair
17416,functional needs repair
55759,functional
18373,functional
31433,functional
49325,functional needs repair
39393,functional needs repair
52516,functional
51356,functional needs repair
38136,functional
1350,functional needs repair
66588,functional needs repair
73304,functional needs repair
71524,functional
63270,non functional
61101,functional needs repair
71988,functional needs repair
70536,non functional
40262,functional needs repair
73038,non functional
6582,functional needs repair
13369,functional needs repair
72495,functional needs repair
8747,functional needs repair
20535,non functional
32571,functional
31564,functional needs repair
31110,functional needs repair
7027,functional needs repair
56506,functional
54293,functional
27157,non functional
1789,functional needs repair
49379,functional
72067,functional needs repair
63322,non functional
70759,functional needs repair
63529,functional needs repair
18405,functional needs repair
16878,functional
58940,non functional
50775,functional needs repair
69721,functional needs repair
31663,non functional
6810,functional
54609,functional needs repair
30612,functional
4519,functional needs repair
37636,functional needs repair
55899,functional needs repair
11240,functional
14223,functional
56236,functional
12259,functional
22141,functional
1370,non functional
70836,functional needs repair
18625,functional needs repair
29119,functional needs repair
5041,functional needs repair
56083,functional
902,functional needs repair
14689,functional
3009,functional
1398,functional needs repair
66561,functional needs repair
49986,functional needs repair
16577,non functional
42217,functional
49941,functional needs repair
53977,functional needs repair
31129,functional
3546,non functional
62745,functional needs repair
58720,functional needs repair
2743,non functional
45176,functional needs repair
6832,functional needs repair
10277,functional needs repair
68567,non functional
66320,functional needs repair
31952,functional needs repair
18009,functional needs repair
37804,functional needs repair
21749,functional
29055,functional needs repair
23375,functional needs repair
33913,functional
22145,functional needs repair
47180,functional
51677,functional needs repair
4434,functional
44403,non functional
55027,non functional
60119,functional
22873,functional needs repair
62498,functional needs repair
29006,functional needs repair
48286,functional needs repair
45429,functional
33987,functional
2308,non functional
5776,functional
58409,functional
5901,functional needs repair
42560,functional needs repair
36456,functional needs repair
24770,functional
12066,functional
74028,functional needs repair
12112,functional
73069,non functional
17954,functional needs repair
31238,functional
32423,functional needs repair
55379,functional needs repair
35248,functional needs repair
18465,functional needs repair
13688,functional needs repair
51771,functional
12524,functional needs repair
38308,functional
69317,functional needs repair
9504,functional needs repair
55756,functional needs repair
18896,functional
10536,functional needs repair
73610,functional needs repair
45186,functional needs repair
3617,functional
41958,functional
27720,functional needs repair
38061,functional needs repair
68290,functional needs repair
55701,non functional
57822,non functional
27463,functional needs repair
19350,functional needs repair
45711,non functional
37651,functional needs repair
56508,functional needs repair
3416,non functional
63389,functional
32470,non functional
32476,functional needs repair
11176,functional needs repair
37019,functional
33635,non functional
3188,functional needs repair
55475,functional needs repair
55090,non functional
59979,functional needs repair
39796,non functional
54157,non functional
65307,functional needs repair
27351,functional
13654,functional needs repair
62110,functional needs repair
52339,functional
28207,functional needs repair
49822,functional needs repair
39798,functional
4375,functional needs repair
40503,functional needs repair
15511,functional needs repair
29480,functional needs repair
47418,functional
68897,functional
26536,functional needs repair
41805,functional needs repair
8613,non functional
27540,functional needs repair
60052,functional needs repair
74182,non functional
57444,functional needs repair
60679,functional
27560,functional
51654,functional needs repair
30299,functional needs repair
32861,functional
32887,functional needs repair
5243,functional needs repair
10216,functional
65876,functional needs repair
69664,functional needs repair
36551,functional needs repair
25257,functional needs repair
33544,functional needs repair
19165,functional needs repair
38076,functional needs repair
65811,functional needs repair
56463,functional needs repair
60172,non functional
35164,functional
40047,functional
66904,functional needs repair
33005,functional needs repair
34242,functional needs repair
50274,functional needs repair
52474,functional needs repair
59337,functional needs repair
39037,functional
671,functional
41286,functional needs repair
37572,functional
67085,functional needs repair
60724,functional needs repair
4426,functional
33519,functional needs repair
68693,functional needs repair
27411,functional needs repair
16059,functional needs repair
10508,functional needs repair
51091,non functional
58161,functional needs repair
2009,functional
65306,functional needs repair
45129,functional needs repair
70886,functional needs repair
21079,functional needs repair
14423,functional needs repair
29260,functional needs repair
33415,functional
22153,functional
55873,functional
56274,non functional
973,functional
2449,functional needs repair
50726,functional needs repair
56206,functional needs repair
11729,functional
13638,functional needs repair
58446,functional needs repair
9961,functional needs repair
3172,functional needs repair
19777,non functional
5681,functional
47297,functional needs repair
68606,non functional
58589,functional needs repair
70214,functional needs repair
61042,non functional
11747,functional needs repair
72704,non functional
19528,functional
25812,functional needs repair
9042,functional needs repair
52702,functional needs repair
60287,functional needs repair
67148,functional needs repair
54592,functional needs repair
64936,functional
17514,functional needs repair
31598,functional needs repair
12279,functional
64840,non functional
4094,functional needs repair
22173,functional needs repair
13577,functional
4468,functional needs repair
6476,functional
10501,functional
21000,functional
13196,functional needs repair
53066,functional needs repair
22751,functional needs repair
24620,functional needs repair
54477,non functional
4677,functional
32688,non functional
37045,functional
22548,functional
27501,functional
18736,functional needs repair
68263,functional needs repair
73533,functional needs repair
72281,functional needs repair
63286,functional needs repair
36489,functional needs repair
40144,functional needs repair
466,functional needs repair
901,functional needs repair
28663,functional needs repair
65505,functional needs repair
63075,functional needs repair
38111,functional needs repair
52514,functional needs repair
24799,functional needs repair
2875,functional needs repair
31780,functional
36376,functional needs repair
38663,functional needs repair
42162,functional
49858,functional needs repair
33864,functional
73493,functional needs repair
71261,functional needs repair
53630,functional
58384,non functional
40480,functional needs repair
3505,functional needs repair
72210,functional needs repair
14528,functional needs repair
56144,functional
46076,functional needs repair
55824,non functional
21954,functional
24033,non functional
817,functional needs repair
11685,functional
54148,functional needs repair
69419,functional needs repair
9333,functional needs repair
73856,functional needs repair
48454,non functional
34611,non functional
35920,non functional
12528,functional needs repair
69784,functional needs repair
33552,functional needs repair
17157,functional
73453,functional
50981,functional needs repair
23674,functional needs repair
11553,functional
29217,functional needs repair
73049,functional needs repair
53701,functional
34042,functional needs repair
58103,functional needs repair
69002,functional needs repair
10763,functional needs repair
21134,non functional
24693,functional
32639,non functional
38042,functional needs repair
65143,non functional
72947,functional needs repair
35057,functional
32269,functional
21477,functional needs repair
57217,functional needs repair
13781,non functional
67883,functional needs repair
7077,non functional
73648,functional needs repair
59667,functional
2249,functional needs repair
19840,functional needs repair
32715,functional needs repair
39154,functional
43541,functional needs repair
3497,non functional
51049,non functional
4005,functional needs repair
30463,functional needs repair
22064,functional needs repair
42930,functional needs repair
51981,functional needs repair
13120,functional needs repair
15575,functional
37358,functional needs repair
18770,functional needs repair
54680,functional
15607,non functional
29377,functional needs repair
28331,non functional
13122,functional
61918,non functional
59227,functional needs repair
35482,functional
22663,functional needs repair
49587,functional
3773,functional needs repair
42811,non functional
68178,functional needs repair
47893,functional needs repair
70000,functional
27493,functional needs repair
45643,non functional
3839,non functional
39750,functional
7781,non functional
24977,non functional
50497,non functional
73994,functional needs repair
24296,functional
54924,functional
23814,functional needs repair
23516,functional needs repair
13565,functional needs repair
58206,functional needs repair
64835,functional needs repair
24276,functional needs repair
57505,functional needs repair
74148,non functional
14845,functional needs repair
2063,functional needs repair
57275,non functional
31377,functional needs repair
68341,functional needs repair
59106,functional needs repair
4037,functional needs repair
32233,non functional
5068,functional needs repair
19704,functional
4794,non functional
20541,non functional
45174,functional needs repair
62718,functional
2841,non functional
57837,functional needs repair
24658,functional
12018,functional needs repair
67575,non functional
51143,functional
45461,functional
21405,non functional
36186,non functional
9890,functional needs repair
7595,functional needs repair
10899,non functional
2446,functional needs repair
27297,functional needs repair
26753,functional needs repair
29672,functional needs repair
49458,functional needs repair
5596,functional needs repair
12747,functional needs repair
17935,functional
34361,functional needs repair
19181,functional needs repair
56153,functional needs repair
20599,functional needs repair
29967,functional needs repair
68398,non functional
18245,non functional
57407,functional needs repair
8234,functional needs repair
44775,functional needs repair
69030,functional needs repair
39122,functional needs repair
46966,functional needs repair
40949,functional needs repair
47528,functional needs repair
16717,functional needs repair
4499,functional needs repair
53922,functional needs repair
324,non functional
54597,functional needs repair
51029,functional needs repair
59845,functional needs repair
19328,functional
44516,non functional
72333,functional needs repair
32788,functional needs repair
2655,functional needs repair
25850,functional needs repair
49814,functional needs repair
25897,non functional
26769,functional needs repair
68324,functional needs repair
21148,functional needs repair
71091,functional
61966,functional needs repair
17994,functional needs repair
40411,functional needs repair
5470,non functional
58797,functional
58524,non functional
63166,functional needs repair
23946,functional needs repair
64024,functional needs repair
2003,functional needs repair
2053,functional needs repair
